"EntityNumber","TypeOfAddress","CountryNL","CountryFR","Zipcode","MunicipalityNL","MunicipalityFR","StreetNL","StreetFR","HouseNumber","Box","ExtraAddressInfo","DateStrikingOff"
"2.391.744.242","BAET",,,"3000","Leuven","Leuven","Prosper Poulletlaan","Prosper Poulletlaan","4","104","",
"2.391.744.341","BAET",,,"5630","Cerfontaine","Cerfontaine","Avenue des Hêtres(Cer)","Avenue des Hêtres(Cer)","56","","",
"2.391.744.440","BAET",,,"2100","Antwerpen","Antwerpen","Albert Spietaelslaan","Albert Spietaelslaan","19","101","",
"2.391.744.539","BAET",,,"7300","Boussu","Boussu","Rue de Dour(B-B)","Rue de Dour(B-B)","414","","",
"2.391.744.638","BAET",,,"1780","Wemmel","Wemmel","Koningin Astridlaan","Avenue Reine Astrid","49","","",
"2.391.744.737","BAET",,,"2820","Bonheiden","Bonheiden","Dorp","Dorp","111","","",
"2.391.744.836","BAET",,,"9000","Gent","Gent","Sint-Jacobsnieuwstraat","Sint-Jacobsnieuwstraat","45","","",
"2.391.744.935","BAET",,,"4000","Liège","Liège","Vieille-Voie-de-Tongres","Vieille-Voie-de-Tongres","183","","",
"2.391.745.034","BAET",,,"1000","Brussel","Bruxelles","Priemstraat","Rue du Poinçon","51","101","",
"2.391.745.133","BAET",,,"1700","Dilbeek","Dilbeek","Verheydenstraat","Verheydenstraat","31","","",
"2.391.745.232","BAET",,,"1040","Etterbeek","Etterbeek","de Theuxstraat","Rue de Theux","92 B","","",
"2.391.745.331","BAET",,,"9900","Eeklo","Eeklo","Stationsstraat","Stationsstraat","27","","",
"2.391.745.430","BAET",,,"7012","Mons","Mons","Rue de Cuesmes","Rue de Cuesmes","195","","",
"2.391.745.628","BAET",,,"2811","Mechelen","Mechelen","Bankstraat(HOM)","Bankstraat(HOM)","31","","",
"2.391.745.727","BAET",,,"8501","Kortrijk","Kortrijk","Kransvijver(Heu)","Kransvijver(Heu)","94","","",
"2.391.745.826","BAET",,,"1050","Elsene","Ixelles","Terkamerenboslaan","Avenue du Bois de la Cambre","216","","",
"2.391.745.925","BAET",,,"7370","Dour","Dour","Rue Sainte Catherine","Rue Sainte Catherine","38","Bte1","",
"2.391.746.123","BAET",,,"7170","Manage","Manage","Rue Carondelet","Rue Carondelet","15","","",
"2.391.746.321","BAET",,,"3090","Overijse","Overijse","Biesmuiterlaan","Biesmuiterlaan","32","","",
"2.391.746.420","BAET",,,"1000","Brussel","Bruxelles","Masuistraat","Rue Masui","91-93","","",
"2.391.746.519","BAET",,,"9800","Deinze","Deinze","Buiskouter","Buiskouter","131","","",
"2.391.746.618","BAET",,,"1933","Zaventem","Zaventem","Mechelsesteenweg","Mechelsesteenweg","352","","",
"2.391.746.717","BAET",,,"1180","Ukkel","Uccle","Beeckmanstraat","Rue Beeckman","64","3","",
"2.391.746.816","BAET",,,"1933","Zaventem","Zaventem","Reigerlaan","Reigerlaan","2","","",
"2.391.746.915","BAET",,,"1070","Anderlecht","Anderlecht","Vrije-Academielaan","Avenue Libre Académie","9","2","",
"2.391.747.014","BAET",,,"5000","Namur","Namur","Rue des Résistants(BZ)","Rue des Résistants(BZ)","39","3","",
"2.391.747.113","BAET",,,"3020","Herent","Herent","Lod. van Veltemstraat","Lod. van Veltemstraat","18","","",
"2.391.747.212","BAET",,,"8730","Beernem","Beernem","Lattenklieversstraat","Lattenklieversstraat","130","","",
"2.391.747.311","BAET",,,"4700","Eupen","Eupen","Rue Haute","Rue Haute","120","11","",
"2.391.747.509","BAET",,,"4590","Ouffet","Ouffet","Rue Cuvelier","Rue Cuvelier","1","","",
"2.391.747.905","BAET",,,"8400","Oostende","Oostende","Hendrik Serruyslaan","Hendrik Serruyslaan","64","","",
"2.391.748.004","BAET",,,"1840","Londerzeel","Londerzeel","Leireken","Leireken","19","","",
"2.391.748.301","BAET",,,"9270","Laarne","Laarne","Vaartstraat","Vaartstraat","60","","",
"2.391.748.794","BAET",,,"1080","Sint-Jans-Molenbeek","Molenbeek-Saint-Jean","Le Lorrainstraat","Rue Le Lorrain","98","","",
"2.391.748.893","BAET",,,"2580","Putte","Putte","Zomerlaan","Zomerlaan","4","2","",
"2.391.748.992","BAET",,,"9050","Gent","Gent","Brusselsesteenweg","Brusselsesteenweg","197","","",
"2.391.749.190","BAET",,,"3110","Rotselaar","Rotselaar","Heirbaan","Heirbaan","16","","",
"2.391.749.289","BAET",,,"8570","Anzegem","Anzegem","Nieuwstraat","Nieuwstraat","16","","",
"2.391.749.388","BAET",,,"3650","Dilsen-Stokkem","Dilsen-Stokkem","Wilgenstraat","Wilgenstraat","10","","",
"2.391.749.487","BAET",,,"1420","Braine-l'Alleud","Braine-l'Alleud","Avenue des Tarins","Avenue des Tarins","12","","",
"2.391.749.784","BAET",,,"2000","Antwerpen","Antwerpen","Volkstraat","Volkstraat","42","301","",
"2.391.749.883","BAET",,,"9100","Sint-Niklaas","Sint-Niklaas","Wegvoeringsstraat","Wegvoeringsstraat","61","","",
"2.391.750.081","BAET",,,"8890","Moorslede","Moorslede","Meensesteenweg","Meensesteenweg","244","","",
"2.391.750.279","BAET",,,"3200","Aarschot","Aarschot","Pastoor Dergentlaan","Pastoor Dergentlaan","41","2","",
"2.391.750.378","BAET",,,"3500","Hasselt","Hasselt","Oude Kuringerbaan","Oude Kuringerbaan","70","","",
"2.391.750.477","BAET",,,"7972","Beloeil","Beloeil","Rue du Sarrazin (Que)","Rue du Sarrazin (Que)","4","","",
"2.391.750.576","BAET",,,"7033","Mons","Mons","Avenue de la Grande Barre (C.)","Avenue de la Grande Barre (C.)","148","","",
"2.391.750.675","BAET",,,"1000","Brussel","Bruxelles","Vlaamsesteenweg","Rue de Flandre","26","","",
"2.391.750.774","BAET",,,"1400","Nivelles","Nivelles","Boulevard de la Fleur-de-Lys","Boulevard de la Fleur-de-Lys","13","2","",
"2.391.750.873","BAET",,,"3300","Tienen","Tienen","Nieuw Overlaar(HGD)","Nieuw Overlaar(HGD)","122","","",
"2.391.750.972","BAET",,,"8301","Knokke-Heist","Knokke-Heist","Nicolas Mengélaan","Nicolas Mengélaan","19","A","",
"2.391.751.071","BAET",,,"4651","Herve","Herve","Fays de José","Fays de José","28","","",
"2.391.751.170","BAET",,,"4030","Liège","Liège","Rue de Herve","Rue de Herve","637","","",
"2.391.751.467","BAET",,,"9300","Aalst","Aalst","Pieter Daensstraat","Pieter Daensstraat","4","","",
"2.391.751.665","BAET",,,"7180","Seneffe","Seneffe","Chemin Bois de Buisseret","Chemin Bois de Buisseret","1","","",
"2.391.751.863","BAET",,,"1560","Hoeilaart","Hoeilaart","Marcel Félicéstraat","Marcel Félicéstraat","19","GLV","",
"2.391.751.962","BAET",,,"1030","Schaarbeek","Schaerbeek","Wijnheuvelenstraat","Rue des Coteaux","81","","",
"2.391.752.061","BAET",,,"5300","Andenne","Andenne","Rue des Ecoles","Rue des Ecoles","14A","","",
"2.391.752.160","BAET",,,"1080","Sint-Jans-Molenbeek","Molenbeek-Saint-Jean","François Sebrechtslaan","Avenue François Sebrechts","59","4","",
"2.391.752.457","BAET",,,"1050","Brussel","Bruxelles","Louizalaan","Avenue Louise","231","","",
"2.391.752.556","BAET",,,"3550","Heusden-Zolder","Heusden-Zolder","Kerkebosstraat","Kerkebosstraat","16","","",
"2.391.752.655","BAET",,,"7600","Péruwelz","Péruwelz","Rue du Grand vent","Rue du Grand vent","SN","","",
"2.391.752.754","BAET",,,"1090","Jette","Jette","Herrewegestraat","Rue Herrewege","14","1","",
"2.391.753.051","BAET",,,"8730","Beernem","Beernem","Sint-Jorisstraat","Sint-Jorisstraat","85D","","",
"2.391.753.150","BAET",,,"8470","Gistel","Gistel","Warandestraat","Warandestraat","37","","",
"2.391.753.249","BAET",,,"7641","Antoing","Antoing","Chaussée de Tournai","Chaussée de Tournai","127","","",
"2.391.753.348","BAET",,,"2220","Heist-op-den-Berg","Heist-op-den-Berg","Schaliehoevestraat","Schaliehoevestraat","71","","",
"2.391.753.447","BAET",,,"9040","Gent","Gent","Emiel Lossystraat","Emiel Lossystraat","14","","",
"2.391.753.546","BAET",,,"1332","Rixensart","Rixensart","Rue de Rixensart","Rue de Rixensart","77","","",
"2.391.753.645","BAET",,,"3680","Maaseik","Maaseik","Ven","Ven","62","","",
"2.391.753.744","BAET",,,"7000","Mons","Mons","Digue des Peupliers","Digue des Peupliers","71","B4-2","",
"2.391.753.843","BAET",,,"4030","Liège","Liège","Rue Nicolas-Spiroux","Rue Nicolas-Spiroux","53","","",
"2.391.753.942","BAET",,,"7600","Péruwelz","Péruwelz","Rue du Moulin à Eau(PER)","Rue du Moulin à Eau(PER)","7","","",
"2.391.754.239","BAET",,,"1050","Elsene","Ixelles","Eerlijkheidsstraat","Rue de la Probité","28","3","",
"2.391.754.338","BAET",,,"2170","Antwerpen","Antwerpen","Laarsebaan","Laarsebaan","392","102","",
"2.391.754.437","BAET",,,"7850","Enghien","Enghien","Oude Cederlaan(E)","Avenue du Vieux Cèdre(E)","5","","",
"2.391.754.536","BAET",,,"5590","Ciney","Ciney","Rue de la Côte d'Or","Rue de la Côte d'Or","6","","",
"2.391.754.635","BAET",,,"1190","Vorst","Forest","Alsembergse Steenweg","Chaussée d'Alsemberg","164","1","",
"2.391.754.833","BAET",,,"9620","Zottegem","Zottegem","Trapstraat","Trapstraat","2C","","",
"2.391.754.932","BAET",,,"2100","Antwerpen","Antwerpen","Ter Heydelaan","Ter Heydelaan","344","","",
"2.391.755.031","BAET",,,"3000","Leuven","Leuven","Vaartstraat","Vaartstraat","68","","",
"2.391.755.130","BAET",,,"7021","Mons","Mons","Rue Adonis Descamps","Rue Adonis Descamps","103","","",
"2.391.755.229","BAET",,,"1400","Nivelles","Nivelles","Rue du Bosquet","Rue du Bosquet","7","","",
"2.391.755.328","BAET",,,"1495","Villers-la-Ville","Villers-la-Ville","Rue de Priesmont","Rue de Priesmont","52A","","",
"2.391.755.427","BAET",,,"5060","Sambreville","Sambreville","Rue Trieu-Mélun(VEL)","Rue Trieu-Mélun(VEL)","39","","",
"2.391.755.526","BAET",,,"9100","Sint-Niklaas","Sint-Niklaas","Industriepark-West","Industriepark-West","75","","",
"2.391.755.625","BAET",,,"4890","Thimister-Clermont","Thimister-Clermont","Val de la Berwinne","Val de la Berwinne","3","C","",
"2.391.755.724","BAET",,,"3630","Maasmechelen","Maasmechelen","Oude Baan(E)","Oude Baan(E)","298","C2","",
"2.391.755.823","BAET",,,"2440","Geel","Geel","Stelen","Stelen","9 C","","",
"2.391.756.021","BAET",,,"1080","Sint-Jans-Molenbeek","Molenbeek-Saint-Jean","Gemeenteplaats","Place Communale","2","","",
"2.391.756.120","BAET",,,"8200","Brugge","Brugge","Diksmuidse Heerweg","Diksmuidse Heerweg","86","","",
"2.391.756.318","BAET",,,"7950","Chièvres","Chièvres","Rue Ludger Lapoulle","Rue Ludger Lapoulle","5","B","",
"2.391.756.417","BAET",,,"8500","Kortrijk","Kortrijk","Sint-Denijsestraat(Kor)","Sint-Denijsestraat(Kor)","16","","",
"2.391.756.516","BAET",,,"2060","Antwerpen","Antwerpen","Dambruggestraat","Dambruggestraat","26","","",
"2.391.756.615","BAET",,,"2050","Antwerpen","Antwerpen","Blancefloerlaan","Blancefloerlaan","69","","",
"2.391.756.714","BAET",,,"1200","Sint-Lambrechts-Woluwe","Woluwe-Saint-Lambert","Brand Whitlocklaan","Bd. Brand Whitlock","144","","",
"2.391.756.813","BAET",,,"1090","Jette","Jette","de Moranvillestraat","Rue de Moranville","30","","",
"2.391.756.912","BAET",,,"3650","Dilsen-Stokkem","Dilsen-Stokkem","Rijksweg","Rijksweg","77","3","",
"2.391.757.011","BAET",,,"8460","Oudenburg","Oudenburg","Bellerochelaan","Bellerochelaan","47","","",
"2.391.757.110","BAET",,,"1000","Brussel","Bruxelles","Stalingradlaan","Avenue de Stalingrad","52","","",
"2.391.757.209","BAET",,,"5000","Namur","Namur","Rue Godefroid","Rue Godefroid","55","","",
"2.391.757.407","BAET",,,"8500","Kortrijk","Kortrijk","Loofstraat(Kor)","Loofstraat(Kor)","41","31","",
"2.391.757.803","BAET",,,"3583","Beringen","Beringen","Steengroefstraat","Steengroefstraat","35","","",
"2.391.757.902","BAET",,,"1770","Liedekerke","Liedekerke","Appelboomstraat","Appelboomstraat","53","11","",
"2.391.758.001","BAET",,,"1560","Hoeilaart","Hoeilaart","Zoniënbosstraat","Zoniënbosstraat","20","","",
"2.391.758.197","BAET",,,"2940","Stabroek","Stabroek","Canadalaan","Canadalaan","78","","",
"2.391.758.296","BAET",,,"4950","Waimes","Waimes","Voie de Bütgenbach,Faymonville","Voie de Bütgenbach,Faymonville","17","","",
"2.391.758.395","BAET",,,"4430","Ans","Ans","Rue de l'Yser","Rue de l'Yser","124","","",
"2.391.758.593","BAET",,,"1060","Sint-Gillis (bij-Brussel)","Saint-Gilles","Munthofstraat","Rue de l'Hôtel des Monnaies","19","","",
"2.391.758.692","BAET",,,"4452","Juprelle","Juprelle","Chaussée de Tongres","Chaussée de Tongres","673","","",
"2.391.758.890","BAET",,,"4100","Seraing","Seraing","Rue Lahaut","Rue Lahaut","160","","",
"2.391.759.088","BAET",,,"4460","Grâce-Hollogne","Grâce-Hollogne","Rue Vert-Vinâve","Rue Vert-Vinâve","99","B","",
"2.391.759.187","BAET",,,"1300","Wavre","Wavre","Rue Théophile Piat","Rue Théophile Piat","12","","",
"2.391.759.286","BAET",,,"3001","Leuven","Leuven","Naamsesteenweg","Naamsesteenweg","579","A000","",
"2.391.759.385","BAET",,,"4500","Huy","Huy","Rue des Golettes","Rue des Golettes","23","","",
"2.391.759.484","BAET",,,"5140","Sombreffe","Sombreffe","Rue Désiré-Harzée, Ligny","Rue Désiré-Harzée, Ligny","40","","",
"2.391.759.583","BAET",,,"2480","Dessel","Dessel","Meistraat","Meistraat","109","","",
"2.391.759.682","BAET",,,"1730","Asse","Asse","Gentsesteenweg","Gentsesteenweg","173","","",
"2.391.759.781","BAET",,,"8500","Kortrijk","Kortrijk","Filips van de Elzaslaan(Kor)","Filips van de Elzaslaan(Kor)","20","","",
"2.391.760.078","BAET",,,"1070","Anderlecht","Anderlecht","Pierre Longinstraat","Rue Pierre Longin","2","2","",
"2.391.760.177","BAET",,,"1170","Watermaal-Bosvoorde","Watermael-Boitsfort","Onze-Lieve-Heersbeestjeslaan","Avenue des Coccinelles","67","","",
"2.391.760.276","BAET",,,"8580","Avelgem","Avelgem","Kortrijkstraat","Kortrijkstraat","27","3","",
"2.391.760.375","BAET",,,"1080","Sint-Jans-Molenbeek","Molenbeek-Saint-Jean","Mirtenlaan","Avenue des Myrtes","11","","",
"2.391.760.474","BAET",,,"1070","Anderlecht","Anderlecht","Pierre Longinstraat","Rue Pierre Longin","2","2","",
"2.391.760.573","BAET",,,"9220","Hamme (Vl.)","Hamme (Vl.)","Guillaumestraat","Guillaumestraat","10","A","",
"2.391.760.672","BAET",,,"6220","Fleurus","Fleurus","Rue de Wangenies(FL)","Rue de Wangenies(FL)","47","","",
"2.391.760.771","BAET",,,"7090","Braine-le-Comte","Braine-le-Comte","Chemin des 10 Maisons","Chemin des 10 Maisons","349","","",
"2.391.760.870","BAET",,,"6180","Courcelles","Courcelles","Place Franklin D. Roosevelt(CO)","Place Franklin D. Roosevelt(CO)","56","","",
"2.391.760.969","BAET",,,"2330","Merksplas","Merksplas","Heidestraat","Heidestraat","29","","",
"2.391.761.167","BAET",,,"1081","Koekelberg","Koekelberg","Jetsesteenweg","Chaussée de Jette","264/1","","",
"2.391.761.266","BAET",,,"7860","Lessines","Lessines","Chaussée Gabrielle Richet(L)","Chaussée Gabrielle Richet(L)","227B","","",
"2.391.761.365","BAET",,,"1650","Beersel","Beersel","Constant Bauneweg","Constant Bauneweg","14","","",
"2.391.761.563","BAET",,,"9120","Beveren-Kruibeke-Zwijndrecht","Beveren-Kruibeke-Zwijndrecht","Kruibekesteenweg(MEL)","Kruibekesteenweg(MEL)","171","","",
"2.391.761.662","BAET",,,"2220","Heist-op-den-Berg","Heist-op-den-Berg","L. Carréstraat(HAL)","L. Carréstraat(HAL)","29A","8","",
"2.391.761.761","BAET",,,"1745","Opwijk","Opwijk","Hulst","Hulst","75","","",
"2.391.761.959","BAET",,,"1000","Brussel","Bruxelles","Lievevrouwbroersstraat","Rue des Grands Carmes","10","b011","",
"2.391.762.058","BAET",,,"3350","Linter","Linter","Sint-Kwintensstraat(WOM)","Sint-Kwintensstraat(WOM)","15","","",
"2.391.762.157","BAET",,,"9600","Ronse","Ronse","Olifantstraat","Rue de l'Eléphant","64","","",
"2.391.762.355","BAET",,,"2500","Lier","Lier","Antwerpsesteenweg","Antwerpsesteenweg","351","2","",
"2.391.762.454","BAET",,,"1140","Evere","Evere","Sint-Vincentiusstraat","Rue Saint-Vincent","46","","",
"2.391.762.553","BAET",,,"1500","Halle","Halle","Edingensesteenweg","Edingensesteenweg","196","","",
"2.391.762.652","BAET",,,"9180","Lokeren","Lokeren","de Kerchovestraat","de Kerchovestraat","10/201","","",
"2.391.762.850","BAET",,,"8790","Waregem","Waregem","Gemeenteplein","Gemeenteplein","20/2","","",
"2.391.763.048","BAET",,,"8980","Zonnebeke","Zonnebeke","Beselarestraat","Beselarestraat","180","","",
"2.391.763.246","BAET",,,"7030","Mons","Mons","Avenue Albert-Elisabeth","Avenue Albert-Elisabeth","4","","",
"2.391.763.345","BAET",,,"3620","Lanaken","Lanaken","Koning Albertlaan","Koning Albertlaan","47","","",
"2.391.763.444","BAET",,,"1082","Sint-Agatha-Berchem","Berchem-Sainte-Agathe","Technologiestraat","Rue de la Technologie","55","","",
"2.391.763.543","BAET",,,"3440","Zoutleeuw","Zoutleeuw","Ossenwegstraat","Ossenwegstraat","70","","",
"2.391.763.642","BAET",,,"5380","Fernelmont","Fernelmont","Rue de Meeffe, Hempt.","Rue de Meeffe, Hempt.","3","A","",
"2.391.763.840","BAET",,,"2018","Antwerpen","Antwerpen","Markgravelei","Markgravelei","141","2","",
"2.391.763.939","BAET",,,"1390","Grez-Doiceau","Grez-Doiceau","Chée de la Libération","Chée de la Libération","4","","",
"2.391.764.038","BAET",,,"9940","Evergem","Evergem","Belzeelse Kerkweg","Belzeelse Kerkweg","40","","",
"2.391.764.137","BAET",,,"1190","Vorst","Forest","Oude Vijversstraat","Rue des Anciens Etangs","55","1","",
"2.391.764.236","BAET",,,"6040","Charleroi","Charleroi","Rue Dewiest François","Rue Dewiest François","1","","",
"2.391.764.335","BAET",,,"9840","Nazareth-De Pinte","Nazareth-De Pinte","Louis Van Houttepark","Louis Van Houttepark","27","","",
"2.391.764.434","BAET",,,"2018","Antwerpen","Antwerpen","Brederodestraat","Brederodestraat","32","","",
"2.391.764.632","BAET",,,"2610","Antwerpen","Antwerpen","Heldenplein","Heldenplein","6","","",
"2.391.764.731","BAET",,,"3294","Diest","Diest","Leefkern","Leefkern","28","","",
"2.391.764.830","BAET",,,"3840","Tongeren-Borgloon","Tongeren-Borgloon","Millenniumhof","Millenniumhof","8","101","",
"2.391.764.929","BAET",,,"9450","Haaltert","Haaltert","Hoogstraat(HA)","Hoogstraat(HA)","6","","",
"2.391.765.226","BAET",,,"5030","Gembloux","Gembloux","Av. de la Faculté-d'Agronomie","Av. de la Faculté-d'Agronomie","95","","",
"2.391.765.424","BAET",,,"6890","Libin","Libin","Rue de Maissin,Villance","Rue de Maissin,Villance","126","","",
"2.391.765.523","BAET",,,"3090","Overijse","Overijse","Speelberghof","Speelberghof","21","","",
"2.391.765.622","BAET",,,"3520","Zonhoven","Zonhoven","Nieuwe Hazendansweg","Nieuwe Hazendansweg","2","B","",
"2.391.765.721","BAET",,,"2660","Antwerpen","Antwerpen","Berkenrodelei","Berkenrodelei","68","","",
"2.391.765.820","BAET",,,"1050","Elsene","Ixelles","Waterloose Steenweg","Chaussée de Waterloo","413","","",
"2.391.765.919","BAET",,,"4770","Amel","Amel","Amel,An de Bareer","Amel,An de Bareer","9","","",
"2.391.766.117","BAET",,,"5080","La Bruyère","La Bruyère","Rue Trieux-des-Gouttes, Emines","Rue Trieux-des-Gouttes, Emines","22","","",
"2.391.766.315","BAET",,,"3540","Herk-de-Stad","Herk-de-Stad","Steenweg","Steenweg","3","402","",
"2.391.766.414","BAET",,,"1430","Rebecq","Rebecq","Rue du Radoux","Rue du Radoux","52","","",
"2.391.766.711","BAET",,,"1070","Anderlecht","Anderlecht","Louis van Beethovenstraat","Rue Louis van Beethoven","75","","",
"2.391.766.810","BAET",,,"1083","Ganshoren","Ganshoren","Louis de Brouckèrelaan","avenue Louis de Brouckère","46","","",
"2.391.766.909","BAET",,,"9140","Temse","Temse","Luxemburgstraat","Luxemburgstraat","20","","",
"2.391.767.008","BAET",,,"3980","Tessenderlo-Ham","Tessenderlo-Ham","Hommelbeek","Hommelbeek","39","","",
"2.391.767.206","BAET",,,"8511","Kortrijk","Kortrijk","Oudstrijderslaan(Aal)","Oudstrijderslaan(Aal)","19","","",
"9.001.336.417","ABBR",,,"1300","Wavre","Wavre","Rue Charles Jaumotte","Rue Charles Jaumotte","29","","",19-06-2026
