"EntityNumber","ActivityGroup","NaceVersion","NaceCode","Classification"
"0211.264.614","006","2025","94910","MAIN"
"0405.404.273","006","2025","49320","MAIN"
"0405.404.273","006","2003","60230","MAIN"
"0405.404.273","001","2003","60230","MAIN"
"0405.404.273","001","2025","49320","MAIN"
"0405.404.273","001","2025","49330","SECO"
"0405.404.273","006","2008","49390","MAIN"
"0405.404.273","001","2008","49390","MAIN"
"0405.404.273","001","2008","49320","SECO"
"0413.970.660","001","2025","71111","SECO"
"0413.970.660","001","2025","68203","SECO"
"0413.970.660","001","2025","68201","MAIN"
"0413.970.660","001","2025","68110","SECO"
"0413.970.660","001","2003","70201","MAIN"
"0413.970.660","001","2008","68100","SECO"
"0413.970.660","001","2008","68203","SECO"
"0413.970.660","001","2008","71111","SECO"
"0413.970.660","001","2008","68201","MAIN"
"0417.398.324","006","2025","93191","MAIN"
"0417.398.324","006","2003","92621","MAIN"
"0417.398.324","001","2025","85510","SECO"
"0417.398.324","001","2025","93191","MAIN"
"0417.398.324","006","2008","93191","MAIN"
"0425.146.644","006","2025","47120","MAIN"
"0425.146.644","006","2003","52122","MAIN"
"0425.146.644","001","2025","47521","MAIN"
"0425.146.644","001","2025","47120","SECO"
"0425.146.644","001","2025","47527","SECO"
"0425.146.644","001","2025","47783","SECO"
"0425.146.644","001","2025","47525","SECO"
"0425.146.644","001","2025","47551","SECO"
"0425.146.644","001","2025","47526","SECO"
"0425.146.644","001","2003","52461","MAIN"
"0425.146.644","006","2008","47191","MAIN"
"0425.146.644","001","2008","47521","MAIN"
"0425.279.177","006","2025","52250","MAIN"
"0425.279.177","001","2025","70200","SECO"
"0425.279.177","001","2025","78200","SECO"
"0425.279.177","001","2025","63920","MAIN"
"0425.279.177","001","2008","70220","SECO"
"0425.279.177","001","2008","78300","SECO"
"0425.279.177","001","2008","63990","MAIN"
"0430.505.794","006","2025","46460","MAIN"
"0430.505.794","006","2003","51460","MAIN"
"0430.505.794","001","2003","85141","SECO"
"0430.505.794","001","2003","51550","MAIN"
"0430.505.794","001","2025","86910","SECO"
"0430.505.794","001","2025","46851","MAIN"
"0430.505.794","006","2008","46460","MAIN"
"0430.505.794","001","2008","86901","SECO"
"0430.505.794","001","2008","46751","MAIN"
"0434.779.338","006","2025","33110","MAIN"
"0434.779.338","006","2003","34201","MAIN"
"0434.779.338","001","2025","95314","MAIN"
"0434.779.338","001","2025","29320","SECO"
"0434.779.338","001","2025","95311","SECO"
"0434.779.338","001","2025","29201","SECO"
"0434.779.338","001","2025","95319","SECO"
"0434.779.338","001","2025","47811","SECO"
"0434.779.338","001","2025","95313","SECO"
"0434.779.338","006","2008","33110","MAIN"
"0434.779.338","001","2008","29201","SECO"
"0434.779.338","001","2008","45201","SECO"
"0434.779.338","001","2008","45209","SECO"
"0434.779.338","001","2008","45113","SECO"
"0434.779.338","001","2008","45204","MAIN"
"0439.722.873","001","2025","47552","SECO"
"0439.722.873","001","2025","46431","MAIN"
"0439.722.873","001","2025","47540","SECO"
"0439.722.873","001","2025","47770","SECO"
"0439.722.873","001","2025","47400","SECO"
"0439.759.891","001","2025","94110","SECO"
"0439.759.891","001","2003","91110","MAIN"
"0439.759.891","001","2008","94110","SECO"
"0444.937.713","001","2025","85204","MAIN"
"0451.095.035","006","2025","56301","MAIN"
"0451.095.035","001","2025","56301","MAIN"
"0451.095.035","001","2025","56111","SECO"
"0451.095.035","001","2025","56302","SECO"
"0451.095.035","001","2003","55402","SECO"
"0451.095.035","001","2003","55401","MAIN"
"0451.095.035","006","2008","56301","MAIN"
"0451.095.035","001","2008","56302","SECO"
"0451.095.035","001","2008","56301","MAIN"
"0453.405.813","001","2025","94999","SECO"
"0453.405.813","001","2025","72109","MAIN"
"0453.405.813","001","2025","85599","SECO"
"0453.405.813","001","2025","63910","SECO"
"0453.405.813","001","2025","74999","SECO"
"0460.849.473","001","2025","73110","MAIN"
"0460.849.473","001","2025","90120","SECO"
"0460.849.473","001","2025","82990","SECO"
"0460.849.473","001","2025","90399","SECO"
"0465.369.871","001","2025","14210","SECO"
"0465.369.871","001","2025","85599","SECO"
"0465.369.871","001","2025","47920","MAIN"
"0465.369.871","001","2025","69201","SECO"
"0466.829.524","006","2025","56111","MAIN"
"0466.829.524","001","2025","56111","MAIN"
"0466.829.524","001","2008","56101","MAIN"
"0474.168.860","001","2025","70100","MAIN"
"0475.154.696","006","2025","90202","MAIN"
"0475.154.696","006","2008","90012","MAIN"
"0475.551.111","003","2008","69101","MAIN"
"0475.551.111","003","2025","69101","MAIN"
"0475.551.111","003","2003","74111","MAIN"
"0479.029.154","001","2025","85599","SECO"
"0479.029.154","001","2025","14210","MAIN"
"0479.029.154","001","2025","82300","SECO"
"0480.101.203","001","2025","86220","MAIN"
"0502.318.458","001","2025","96210","MAIN"
"0504.850.950","001","2025","81300","SECO"
"0504.850.950","001","2025","82990","SECO"
"0504.850.950","001","2025","42212","SECO"
"0504.850.950","001","2025","43120","MAIN"
"0505.928.541","001","2025","01480","MAIN"
"0505.984.365","001","2025","68122","SECO"
"0505.984.365","001","2008","41102","SECO"
"0508.545.561","001","2025","31004","SECO"
"0508.545.561","001","2025","31002","SECO"
"0508.545.561","001","2025","31001","SECO"
"0508.545.561","001","2025","43990","SECO"
"0508.545.561","001","2025","43320","MAIN"
"0508.545.561","001","2008","43320","MAIN"
"0508.545.561","001","2008","31010","SECO"
"0508.545.561","001","2008","31091","SECO"
"0508.545.561","001","2008","31020","SECO"
"0526.776.811","001","2025","74120","MAIN"
"0533.891.166","001","2025","46389","MAIN"
"0533.891.166","001","2025","85599","SECO"
"0534.437.435","001","2025","70200","SECO"
"0534.437.435","001","2025","73110","SECO"
"0534.437.435","001","2025","82990","MAIN"
"0534.437.435","001","2025","70100","SECO"
"0534.437.435","001","2025","73300","SECO"
"0536.655.765","001","2025","49500","MAIN"
"0536.655.765","001","2025","82990","SECO"
"0536.655.765","001","2025","47551","SECO"
"0536.655.765","001","2025","49420","SECO"
"0536.655.765","001","2025","31001","SECO"
"0537.288.839","006","2025","46851","MAIN"
"0537.288.839","001","2025","47120","MAIN"
"0537.288.839","006","2008","46751","MAIN"
"0541.486.365","001","2025","81300","SECO"
"0541.486.365","001","2025","55204","MAIN"
"0541.486.365","001","2025","86995","SECO"
"0541.486.365","001","2008","86909","SECO"
"0541.486.365","001","2008","55204","MAIN"
"0546.974.981","001","2025","85599","SECO"
"0546.974.981","001","2025","96999","MAIN"
"0546.974.981","001","2025","82990","SECO"
"0546.974.981","001","2025","70200","SECO"
"0549.800.750","001","2025","43341","MAIN"
"0553.807.246","001","2025","43910","SECO"
"0553.807.246","001","2025","82990","SECO"
"0553.807.246","001","2025","43230","SECO"
"0553.807.246","001","2025","43990","SECO"
"0553.807.246","001","2025","43422","SECO"
"0553.807.246","001","2025","43120","MAIN"
"0558.952.996","001","2025","82990","SECO"
"0558.952.996","001","2025","68310","MAIN"
"0565.852.963","001","2025","56220","SECO"
"0565.852.963","001","2025","56112","MAIN"
"0565.852.963","001","2025","56210","SECO"
"0565.852.963","001","2025","82300","SECO"
"0573.590.890","001","2025","47770","MAIN"
"0573.590.890","001","2025","32122","SECO"
"0573.590.890","001","2025","74111","SECO"
"0597.620.760","006","2025","81220","MAIN"
"0597.620.760","006","2008","81220","MAIN"
"0627.836.755","001","2025","95290","SECO"
"0627.836.755","001","2025","74201","MAIN"
"0627.836.755","001","2025","18120","SECO"
"0627.836.755","001","2025","32990","SECO"
"0627.836.755","001","2025","74112","SECO"
"0627.940.584","001","2025","62100","SECO"
"0627.940.584","001","2025","62900","SECO"
"0627.940.584","001","2025","70200","MAIN"
"0627.940.584","001","2025","62200","SECO"
"0629.927.205","001","2025","82100","SECO"
"0629.927.205","001","2025","74111","SECO"
"0629.927.205","001","2025","47784","MAIN"
"0629.927.205","001","2025","85599","SECO"
"0629.927.205","001","2025","32130","SECO"
"0629.927.205","001","2025","74120","SECO"
"0629.927.205","001","2008","85599","SECO"
"0631.689.140","006","2025","97000","MAIN"
"0642.827.017","001","2025","70200","SECO"
"0642.827.017","001","2025","71121","MAIN"
"0642.827.017","001","2025","71209","SECO"
"0642.827.017","001","2025","73300","SECO"
"0642.827.017","001","2008","71121","MAIN"
"0643.736.243","001","2025","96230","SECO"
"0643.736.243","001","2025","86940","MAIN"
"0643.736.243","001","2025","86999","SECO"
"0644.648.439","006","2025","86220","MAIN"
"0644.648.439","001","2025","86220","MAIN"
"0644.648.439","001","2008","86220","MAIN"
"0648.498.250","001","2025","33150","MAIN"
"0648.498.250","001","2025","82990","SECO"
"0648.498.250","001","2025","81230","SECO"
"0649.730.249","001","2025","01500","SECO"
"0649.730.249","001","2025","01610","SECO"
"0649.730.249","001","2025","01630","MAIN"
"0649.730.249","001","2025","52210","SECO"
"0649.730.249","001","2025","52250","SECO"
"0652.812.077","001","2025","56112","MAIN"
"0656.348.025","001","2025","01500","SECO"
"0656.348.025","001","2025","01610","SECO"
"0656.348.025","001","2025","01630","MAIN"
"0656.348.025","001","2025","52210","SECO"
"0656.348.025","001","2025","52250","SECO"
"0660.579.403","001","2025","49330","MAIN"
"0661.254.641","006","2025","47770","MAIN"
"0661.254.641","006","2003","52484","MAIN"
"0661.254.641","006","2008","47770","MAIN"
"0661.715.786","001","2025","46872","MAIN"
"0661.715.786","001","2025","43990","SECO"
"0661.715.786","001","2025","43341","SECO"
"0661.715.786","001","2025","46711","SECO"
"0661.715.786","001","2008","46772","MAIN"
"0661.715.786","001","2008","45111","SECO"
"0661.825.951","001","2025","01430","SECO"
"0661.825.951","001","2025","96995","SECO"
"0661.825.951","001","2025","93127","SECO"
"0661.825.951","001","2025","96993","SECO"
"0661.825.951","001","2025","86995","SECO"
"0661.825.951","001","2025","86999","SECO"
"0661.825.951","001","2025","85510","SECO"
"0661.825.951","001","2025","96230","SECO"
"0661.825.951","001","2025","88999","SECO"
"0661.825.951","001","2025","86939","MAIN"
"0661.825.951","001","2008","96093","SECO"
"0661.825.951","001","2008","86909","SECO"
"0661.825.951","001","2008","96095","SECO"
"0661.825.951","001","2008","96040","SECO"
"0661.825.951","001","2008","93127","SECO"
"0667.280.222","001","2025","47784","SECO"
"0667.280.222","001","2025","47750","SECO"
"0667.280.222","001","2025","96210","MAIN"
"0671.722.426","006","2025","56120","MAIN"
"0671.722.426","001","2025","56120","MAIN"
"0671.722.426","001","2025","56210","SECO"
"0675.405.456","001","2025","95311","SECO"
"0675.405.456","001","2025","95313","SECO"
"0675.405.456","001","2025","95315","SECO"
"0675.405.456","001","2025","46720","SECO"
"0675.405.456","001","2025","95319","MAIN"
"0676.288.948","001","2025","82100","MAIN"
"0676.947.261","001","2025","70200","SECO"
"0676.947.261","001","2025","71121","MAIN"
"0676.947.261","001","2025","73300","SECO"
"0678.663.567","006","2025","46644","MAIN"
"0685.368.148","001","2025","82100","SECO"
"0685.368.148","001","2025","85510","SECO"
"0685.368.148","001","2025","55203","SECO"
"0685.368.148","001","2025","01430","MAIN"
"0685.368.148","001","2025","93127","SECO"
"0685.586.694","001","2025","77393","SECO"
"0685.586.694","001","2025","71121","SECO"
"0685.586.694","001","2025","71111","MAIN"
"0685.586.694","001","2008","71111","MAIN"
"0685.586.694","001","2008","71121","SECO"
"0692.443.111","001","2025","56112","SECO"
"0692.443.111","001","2025","56301","MAIN"
"0694.853.461","001","2025","56210","MAIN"
"0697.602.224","001","2025","85510","MAIN"
"0700.843.311","001","2025","42220","SECO"
"0700.843.311","001","2025","43211","MAIN"
"0702.473.802","001","2025","82100","SECO"
"0702.473.802","001","2025","33120","SECO"
"0702.473.802","001","2025","82990","SECO"
"0702.473.802","001","2025","68203","MAIN"
"0705.944.818","001","2025","47279","SECO"
"0705.944.818","001","2025","73200","SECO"
"0705.944.818","001","2025","96999","SECO"
"0705.944.818","001","2025","47715","SECO"
"0705.944.818","001","2025","47716","SECO"
"0705.944.818","001","2025","47781","SECO"
"0705.944.818","001","2025","47120","SECO"
"0705.944.818","001","2025","96220","SECO"
"0705.944.818","001","2025","47712","SECO"
"0705.944.818","001","2025","47711","SECO"
"0705.944.818","001","2025","47714","SECO"
"0705.944.818","001","2025","86995","SECO"
"0705.944.818","001","2025","96230","SECO"
"0705.944.818","001","2025","73110","MAIN"
"0705.944.818","001","2008","73200","SECO"
"0705.944.818","001","2008","73110","MAIN"
"0705.944.818","001","2008","47716","SECO"
"0705.944.818","001","2008","86909","SECO"
"0705.944.818","001","2008","47910","SECO"
"0705.944.818","001","2008","96040","SECO"
"0705.944.818","001","2008","47299","SECO"
"0705.944.818","001","2008","96022","SECO"
"0705.944.818","001","2008","47712","SECO"
"0705.944.818","001","2008","47711","SECO"
"0705.944.818","001","2008","47990","SECO"
"0705.944.818","001","2008","47714","SECO"
"0705.944.818","001","2008","47715","SECO"
"0705.944.818","001","2008","96099","SECO"
"0707.627.371","001","2025","42911","SECO"
"0707.627.371","001","2025","81300","SECO"
"0707.627.371","001","2025","01610","SECO"
"0707.627.371","001","2025","43120","MAIN"
"0707.627.371","001","2025","37000","SECO"
"0707.946.679","001","2025","01500","SECO"
"0707.946.679","001","2025","01610","SECO"
"0707.946.679","001","2025","01630","SECO"
"0707.946.679","001","2025","43120","MAIN"
"0707.946.679","001","2008","43120","MAIN"
"0707.946.679","001","2008","01610","SECO"
"0707.946.679","001","2008","01630","SECO"
"0708.923.609","001","2025","71121","SECO"
"0708.923.609","001","2025","74201","MAIN"
"0708.923.609","001","2025","59113","SECO"
"0708.923.609","001","2025","71209","SECO"
"0715.660.555","006","2025","70200","MAIN"
"0715.660.555","001","2025","47811","SECO"
"0715.660.555","001","2025","81210","SECO"
"0715.660.555","001","2025","81220","MAIN"
"0716.174.061","001","2025","71111","MAIN"
"0716.174.061","001","2003","74201","MAIN"
"0716.174.061","001","2008","71111","MAIN"
"0716.174.061","003","2008","71111","MAIN"
"0716.174.061","003","2003","74201","MAIN"
"0716.174.061","003","2025","71111","MAIN"
"0721.837.772","006","2025","56112","MAIN"
"0721.837.772","006","2008","56102","MAIN"
"0722.821.036","001","2025","46311","SECO"
"0722.821.036","001","2025","46319","SECO"
"0722.821.036","001","2025","47210","MAIN"
"0723.989.489","001","2025","59113","MAIN"
"0723.989.489","001","2025","74201","SECO"
"0723.989.489","001","2025","59120","SECO"
"0723.989.489","001","2025","60390","SECO"
"0723.989.489","001","2025","90201","SECO"
"0726.816.842","001","2025","82990","SECO"
"0728.199.883","001","2025","82990","SECO"
"0728.199.883","001","2025","85599","MAIN"
"0728.199.883","001","2025","71119","SECO"
"0729.717.637","001","2025","93130","SECO"
"0729.717.637","001","2025","47716","SECO"
"0729.717.637","001","2025","85510","MAIN"
"0734.954.746","001","2025","68204","SECO"
"0734.954.746","001","2025","68201","MAIN"
"0734.954.746","001","2025","68203","SECO"
"0736.743.407","006","2025","47221","MAIN"
"0736.743.407","001","2025","47221","MAIN"
"0736.743.407","001","2025","56210","SECO"
"0736.743.407","001","2025","47222","SECO"
"0736.743.407","001","2025","47110","SECO"
"0736.743.407","001","2025","47279","SECO"
"0736.743.407","001","2025","47241","SECO"
"0736.743.407","001","2025","10850","SECO"
"0736.743.407","006","2008","47221","MAIN"
"0736.743.407","001","2008","10850","SECO"
"0736.743.407","001","2008","47221","MAIN"
"0736.743.407","001","2008","47222","SECO"
"0743.577.749","001","2025","47811","SECO"
"0743.577.749","001","2025","95319","SECO"
"0743.577.749","001","2025","47812","SECO"
"0743.577.749","001","2025","95314","MAIN"
"0744.189.641","001","2025","62900","MAIN"
"0746.623.747","001","2025","68201","SECO"
"0746.623.747","001","2025","52100","SECO"
"0746.623.747","001","2025","68204","SECO"
"0746.623.747","001","2025","68203","MAIN"
"0747.318.979","001","2025","73110","SECO"
"0747.318.979","001","2025","70200","MAIN"
"0748.331.937","001","2025","63100","SECO"
"0748.331.937","001","2025","62900","SECO"
"0748.331.937","001","2025","63910","SECO"
"0748.331.937","001","2025","62200","MAIN"
"0748.331.937","001","2025","62100","SECO"
"0749.775.653","001","2025","68201","MAIN"
"0750.825.134","001","2025","82990","SECO"
"0750.825.134","001","2025","16230","SECO"
"0750.825.134","001","2025","46831","SECO"
"0750.825.134","001","2025","68204","SECO"
"0750.825.134","001","2008","68204","SECO"
"0750.832.062","001","2025","49410","MAIN"
"0754.524.297","001","2025","85510","MAIN"
"0754.524.297","001","2025","74991","SECO"
"0754.524.297","001","2025","59203","SECO"
"0754.524.297","001","2008","59203","SECO"
"0754.524.297","001","2008","74901","SECO"
"0754.620.111","001","2025","82990","SECO"
"0754.620.111","001","2025","60390","MAIN"
"0754.620.111","001","2025","96220","SECO"
"0754.620.111","001","2025","73110","SECO"
"0755.415.610","001","2025","86997","MAIN"
"0755.438.275","001","2025","85599","MAIN"
"0755.438.275","001","2025","86995","SECO"
"0755.438.275","001","2025","96999","SECO"
"0755.438.275","001","2025","47784","SECO"
"0755.438.275","001","2025","56210","SECO"
"0755.438.275","001","2025","47120","SECO"
"0755.438.275","001","2008","96099","SECO"
"0755.438.275","001","2008","85599","MAIN"
"0755.484.993","001","2025","43331","MAIN"
"0755.484.993","001","2025","43230","SECO"
"0755.484.993","001","2025","81230","SECO"
"0755.484.993","001","2025","43120","SECO"
"0755.484.993","001","2025","43910","SECO"
"0755.484.993","001","2025","43990","SECO"
"0755.484.993","001","2008","43331","MAIN"
"0755.484.993","001","2008","43999","SECO"
"0755.484.993","001","2008","81290","SECO"
"0755.484.993","001","2008","43390","SECO"
"0755.484.993","001","2008","43291","SECO"
"0758.591.270","001","2025","27510","SECO"
"0758.591.270","001","2025","43350","SECO"
"0758.591.270","001","2025","28250","SECO"
"0758.591.270","001","2025","43221","MAIN"
"0758.591.270","001","2025","43410","SECO"
"0758.591.270","001","2025","63920","SECO"
"0758.591.270","001","2025","43223","SECO"
"0758.591.270","001","2025","43222","SECO"
"0758.937.896","001","2025","41001","MAIN"
"0758.937.896","001","2025","41002","SECO"
"0758.937.896","001","2025","41003","SECO"
"0763.353.871","001","2025","82990","SECO"
"0763.353.871","001","2025","73300","SECO"
"0763.353.871","001","2025","70200","MAIN"
"0763.873.218","001","2025","68121","MAIN"
"0763.873.218","001","2025","68321","SECO"
"0763.873.218","001","2025","41001","SECO"
"0763.873.218","001","2025","71121","SECO"
"0763.873.218","001","2008","68321","SECO"
"0763.873.218","001","2008","68322","SECO"
"0763.873.218","001","2008","71121","SECO"
"0763.873.218","001","2008","41101","MAIN"
"0763.873.218","001","2008","41201","SECO"
"0764.795.609","001","2025","47811","MAIN"
"0765.564.679","001","2025","71121","MAIN"
"0765.564.679","001","2025","74112","SECO"
"0765.564.679","001","2025","74140","SECO"
"0765.564.679","001","2025","70200","SECO"
"0765.564.679","001","2025","62200","SECO"
"0766.388.387","001","2025","82990","SECO"
"0766.388.387","001","2025","86951","MAIN"
"0771.489.203","001","2025","86220","MAIN"
"0771.869.481","006","2025","56111","MAIN"
"0771.869.481","001","2025","56111","MAIN"
"0771.869.481","001","2025","56112","SECO"
"0771.869.481","001","2025","55203","SECO"
"0771.869.481","006","2008","56101","MAIN"
"0771.869.481","001","2008","56101","MAIN"
"0771.869.481","001","2008","56102","SECO"
"0771.999.145","001","2025","49330","SECO"
"0771.999.145","001","2025","49410","MAIN"
"0773.905.194","001","2025","62100","MAIN"
"0773.905.194","001","2025","90120","SECO"
"0776.531.619","001","2025","46180","SECO"
"0776.531.619","001","2025","77110","SECO"
"0776.531.619","001","2025","47811","MAIN"
"0776.531.619","001","2025","47820","SECO"
"0776.531.619","001","2025","47812","SECO"
"0776.531.619","001","2025","95312","SECO"
"0776.531.619","001","2008","45202","SECO"
"0776.531.619","001","2008","45112","SECO"
"0776.531.619","001","2008","77110","SECO"
"0776.531.619","001","2008","45193","SECO"
"0776.531.619","001","2008","45113","MAIN"
"0776.531.619","001","2008","45320","SECO"
"0777.559.126","001","2025","43410","SECO"
"0777.559.126","001","2025","43320","MAIN"
"0777.559.126","001","2025","16281","SECO"
"0777.559.126","001","2025","95240","SECO"
"0778.662.451","001","2025","68329","MAIN"
"0779.712.724","001","2025","53200","MAIN"
"0779.760.531","001","2025","41001","MAIN"
"0779.760.531","001","2025","71121","SECO"
"0779.760.531","001","2025","68122","SECO"
"0779.760.531","001","2025","68121","SECO"
"0783.454.944","001","2025","95316","MAIN"
"0783.706.055","001","2025","25999","SECO"
"0783.706.055","001","2025","16281","MAIN"
"0783.706.055","001","2025","47690","SECO"
"0783.706.055","001","2025","90130","SECO"
"0785.540.939","001","2025","63910","SECO"
"0785.540.939","001","2025","62200","MAIN"
"0785.540.939","001","2025","62100","SECO"
"0785.540.939","001","2025","47716","SECO"
"0785.719.004","006","2025","70200","MAIN"
"0785.719.004","001","2025","70200","SECO"
"0785.719.004","001","2025","68201","SECO"
"0785.719.004","001","2025","96999","SECO"
"0785.719.004","001","2025","66199","SECO"
"0785.719.004","001","2025","64999","MAIN"
"0785.719.004","001","2008","96099","SECO"
"0785.719.004","001","2008","66199","SECO"
"0785.719.004","001","2008","64999","MAIN"
"0785.719.004","001","2008","70220","SECO"
"0787.382.355","001","2025","43410","MAIN"
"0787.382.355","001","2025","43230","SECO"
"0787.382.355","001","2025","43320","SECO"
"0787.382.355","001","2025","43332","SECO"
"0787.382.355","001","2008","43910","MAIN"
"0787.382.355","001","2008","43320","SECO"
"0787.382.355","001","2008","43332","SECO"
"0789.274.251","006","2025","56111","MAIN"
"0789.274.251","001","2025","56111","SECO"
"0789.274.251","001","2025","56301","MAIN"
"0789.274.251","001","2008","56101","SECO"
"0789.274.251","001","2008","56301","MAIN"
"0791.807.337","006","2025","41001","MAIN"
"0791.917.007","001","2025","96210","MAIN"
"0793.137.227","001","2025","47750","SECO"
"0793.137.227","001","2025","96220","MAIN"
"0793.137.227","001","2025","74120","SECO"
"0793.137.227","001","2025","82990","SECO"
"0793.137.227","001","2008","74103","SECO"
"0793.137.227","001","2008","82990","SECO"
"0793.818.405","001","2025","64210","SECO"
"0793.818.405","001","2025","70200","SECO"
"0793.818.405","001","2025","63920","MAIN"
"0793.818.405","001","2025","82990","SECO"
"0793.818.405","001","2025","73300","SECO"
"0793.818.405","001","2008","70210","SECO"
"0793.818.405","001","2008","82990","SECO"
"0793.818.405","001","2008","70220","SECO"
"0793.818.405","001","2008","64200","SECO"
"0793.818.405","001","2008","63990","MAIN"
"0793.987.164","001","2025","29310","SECO"
"0793.987.164","001","2025","95311","SECO"
"0793.987.164","001","2025","95313","SECO"
"0793.987.164","001","2025","95312","SECO"
"0793.987.164","001","2025","62100","SECO"
"0793.987.164","001","2025","43211","SECO"
"0794.766.134","006","2025","46180","MAIN"
"0794.766.134","001","2025","46496","SECO"
"0794.766.134","001","2025","46499","SECO"
"0794.766.134","001","2025","47639","SECO"
"0794.766.134","001","2025","46180","MAIN"
"0794.766.134","001","2008","46496","SECO"
"0794.766.134","001","2008","46499","SECO"
"0794.766.134","001","2008","46180","MAIN"
"0794.766.134","001","2008","47640","SECO"
"0797.113.732","001","2025","90399","SECO"
"0797.113.732","001","2025","90393","SECO"
"0797.113.732","001","2025","90201","MAIN"
"0798.126.292","001","2025","66199","MAIN"
"0798.126.292","001","2025","82400","SECO"
"0799.339.782","001","2025","74209","SECO"
"0799.339.782","001","2025","62100","MAIN"
"0799.339.782","001","2025","74120","SECO"
"0800.072.034","001","2025","93299","SECO"
"0800.072.034","001","2025","85599","SECO"
"0800.072.034","001","2025","43211","SECO"
"0800.072.034","001","2025","86995","SECO"
"0800.072.034","001","2025","71209","MAIN"
"0800.072.034","001","2008","85599","SECO"
"0800.072.034","001","2008","93299","SECO"
"0800.072.034","001","2008","43211","SECO"
"0800.314.039","001","2025","82100","SECO"
"0800.314.039","001","2025","96999","SECO"
"0800.314.039","001","2025","85599","SECO"
"0800.314.039","001","2025","82990","MAIN"
"0800.314.039","001","2025","47910","SECO"
"0800.314.039","001","2008","96099","SECO"
"0800.314.039","001","2008","85599","SECO"
"0800.314.039","001","2008","82990","MAIN"
"0800.314.039","001","2008","82110","SECO"
"0801.781.709","006","2025","56112","MAIN"
"0801.781.709","001","2025","46180","SECO"
"0801.781.709","001","2025","56112","SECO"
"0801.781.709","001","2025","43211","MAIN"
"0801.781.709","001","2025","43240","SECO"
"0801.781.709","001","2025","95311","SECO"
"0801.781.709","001","2025","47811","SECO"
"0801.781.709","001","2025","43222","SECO"
"0801.781.709","001","2008","43299","SECO"
"0801.781.709","001","2008","45112","SECO"
"0801.781.709","001","2008","45113","SECO"
"0801.781.709","001","2008","43222","SECO"
"0801.781.709","001","2008","45201","SECO"
"0801.781.709","001","2008","43211","MAIN"
"0803.578.583","006","2025","43211","MAIN"
"0803.578.583","001","2025","81220","SECO"
"0803.578.583","001","2025","43222","MAIN"
"0803.578.583","001","2025","43212","SECO"
"0803.578.583","006","2008","43211","MAIN"
"0803.867.605","001","2025","56111","MAIN"
"0805.328.939","001","2025","86994","SECO"
"0805.328.939","001","2025","86951","MAIN"
"0811.619.388","006","2025","47721","MAIN"
"0811.619.388","006","2008","47721","MAIN"
"0815.622.916","001","2025","85510","MAIN"
"0815.622.916","001","2025","86961","SECO"
"0816.539.862","003","2008","69101","MAIN"
"0816.539.862","003","2025","69101","MAIN"
"0816.539.862","003","2003","74111","MAIN"
"0816.878.570","001","2025","47721","SECO"
"0816.878.570","001","2025","86994","MAIN"
"0816.878.570","001","2025","20420","SECO"
"0816.878.570","001","2025","47750","SECO"
"0816.878.570","001","2025","85592","SECO"
"0816.878.570","001","2025","96230","SECO"
"0816.878.570","001","2025","85599","SECO"
"0816.878.570","001","2025","47741","SECO"
"0816.878.570","001","2025","74999","SECO"
"0816.878.570","001","2008","86905","SECO"
"0816.878.570","001","2008","47750","SECO"
"0816.878.570","001","2008","47740","SECO"
"0816.878.570","001","2008","20420","SECO"
"0816.878.570","001","2008","47721","SECO"
"0816.878.570","001","2008","96040","MAIN"
"0820.897.439","001","2025","85599","SECO"
"0820.897.439","001","2025","96999","MAIN"
"0820.897.439","001","2025","70200","SECO"
"0830.254.474","001","2025","10890","SECO"
"0830.254.474","001","2025","01480","SECO"
"0830.254.474","001","2025","90120","MAIN"
"0830.254.474","001","2025","90399","SECO"
"0830.254.474","001","2025","90391","SECO"
"0830.254.474","001","2008","90029","SECO"
"0830.254.474","001","2008","90032","MAIN"
"0830.254.474","001","2008","90021","SECO"
"0843.953.547","001","2025","96230","MAIN"
"0847.511.962","001","2025","74120","SECO"
"0847.511.962","001","2025","62200","SECO"
"0847.511.962","001","2025","82990","SECO"
"0847.511.962","001","2025","63100","SECO"
"0847.511.962","001","2025","62100","MAIN"
"0847.511.962","001","2025","62900","SECO"
"0847.924.510","001","2025","43120","MAIN"
"0847.924.510","001","2025","82990","SECO"
"0847.924.510","001","2025","81300","SECO"
"0848.125.735","001","2025","82100","SECO"
"0848.125.735","001","2025","70200","SECO"
"0848.125.735","001","2025","47210","SECO"
"0848.125.735","001","2025","46492","SECO"
"0848.125.735","001","2025","46319","SECO"
"0848.125.735","001","2025","82990","MAIN"
"0848.125.735","001","2025","47789","SECO"
"0848.125.735","001","2025","73300","SECO"
"0848.125.735","001","2008","70220","SECO"
"0848.125.735","001","2008","47789","SECO"
"0848.125.735","001","2008","70210","SECO"
"0848.125.735","001","2008","82110","SECO"
"0848.125.735","001","2008","82990","MAIN"
"0848.125.735","001","2008","46492","SECO"
"0849.183.827","006","2025","56112","MAIN"
"0849.183.827","001","2025","70200","MAIN"
"0849.183.827","006","2008","56102","MAIN"
"0855.584.441","006","2025","56301","MAIN"
"0855.584.441","001","2025","56111","SECO"
"0855.584.441","001","2025","56301","MAIN"
"0859.701.201","006","2025","56301","MAIN"
"0859.701.201","006","2008","56301","MAIN"
"0865.478.342","001","2025","93299","SECO"
"0865.478.342","001","2025","82100","SECO"
