"EntityNumber","ActivityGroup","NaceVersion","NaceCode","Classification"
"1040.075.768","001","2025","47722","SECO"
"1040.075.768","001","2025","47716","MAIN"
"1040.077.649","001","2025","43211","MAIN"
"1040.077.649","001","2025","43212","SECO"
"1040.077.649","001","2025","43222","SECO"
"1040.084.973","001","2025","70200","MAIN"
"1040.086.953","001","2025","71121","MAIN"
"1040.088.240","001","2025","43350","SECO"
"1040.088.240","001","2025","41001","MAIN"
"1040.088.240","001","2025","81220","SECO"
"1040.088.240","001","2025","43230","SECO"
"1040.088.240","001","2025","81210","SECO"
"1040.088.240","001","2025","43410","SECO"
"1040.088.933","001","2025","64210","SECO"
"1040.088.933","001","2025","77320","MAIN"
"1040.088.933","001","2025","82100","SECO"
"1040.095.267","001","2025","90201","MAIN"
"1040.103.284","001","2025","43332","SECO"
"1040.103.284","001","2025","43230","SECO"
"1040.103.284","001","2025","43320","MAIN"
"1040.103.284","001","2025","16281","SECO"
"1040.103.284","001","2025","43350","SECO"
"1040.104.868","001","2025","74111","SECO"
"1040.104.868","001","2025","62900","SECO"
"1040.104.868","001","2025","62100","MAIN"
"1040.104.868","001","2025","72109","SECO"
"1040.104.868","001","2025","70200","SECO"
"1040.105.264","001","2025","82990","SECO"
"1040.105.264","001","2025","74120","SECO"
"1040.105.264","001","2025","73110","SECO"
"1040.105.264","001","2025","70200","SECO"
"1040.105.264","001","2025","46190","MAIN"
"1040.105.264","001","2025","73120","SECO"
"1040.110.016","001","2025","41003","SECO"
"1040.110.016","001","2025","41002","SECO"
"1040.110.016","001","2025","43421","SECO"
"1040.110.016","001","2025","41001","MAIN"
"1040.110.016","001","2025","43310","SECO"
"1040.110.016","001","2025","43910","SECO"
"1040.113.677","001","2025","62100","MAIN"
"1040.116.647","001","2025","81220","MAIN"
"1040.122.090","001","2025","33200","SECO"
"1040.122.090","001","2025","25999","SECO"
"1040.122.090","001","2025","25530","MAIN"
"1040.127.535","001","2025","53300","SECO"
"1040.127.535","001","2025","53200","MAIN"
"1040.127.931","001","2025","56210","SECO"
"1040.127.931","001","2025","56112","MAIN"
"1040.128.030","001","2025","43341","SECO"
"1040.128.030","001","2025","43320","SECO"
"1040.128.030","001","2025","43310","MAIN"
"1040.129.416","001","2025","70200","MAIN"
"1040.132.681","001","2025","68201","SECO"
"1040.132.681","001","2025","68203","SECO"
"1040.132.681","001","2025","68329","SECO"
"1040.132.681","001","2025","68322","SECO"
"1040.132.681","001","2025","68121","SECO"
"1040.132.681","001","2025","68310","MAIN"
"1040.134.364","001","2025","47791","MAIN"
"1040.134.364","001","2025","82990","SECO"
"1040.134.364","001","2025","47120","SECO"
"1040.134.364","001","2025","47793","SECO"
"1040.137.433","001","2025","96230","MAIN"
"1040.137.433","001","2025","96220","SECO"
"1040.137.433","001","2025","86961","SECO"
"1040.138.126","001","2025","85510","SECO"
"1040.138.126","001","2025","93110","SECO"
"1040.138.126","001","2025","93130","MAIN"
"1040.139.116","001","2025","82100","SECO"
"1040.139.116","001","2025","70200","SECO"
"1040.139.116","001","2025","82990","MAIN"
"1040.139.908","001","2025","47750","SECO"
"1040.139.908","001","2025","96220","MAIN"
"1040.139.908","001","2025","96230","SECO"
"1040.141.886","001","2025","70200","MAIN"
"1040.142.678","001","2025","62900","SECO"
"1040.142.678","001","2025","63100","SECO"
"1040.142.678","001","2025","62200","SECO"
"1040.142.678","001","2025","70200","MAIN"
"1040.143.767","001","2025","62100","MAIN"
"1040.143.767","001","2025","62200","SECO"
"1040.143.767","001","2025","53200","SECO"
"1040.143.767","001","2025","74111","SECO"
"1040.143.767","001","2025","74120","SECO"
"1040.148.519","001","2025","69101","MAIN"
"1040.153.467","001","2025","47812","SECO"
"1040.153.467","001","2025","47811","MAIN"
"1040.155.645","001","2025","41001","MAIN"
"1040.155.645","001","2025","43230","SECO"
"1040.155.645","001","2025","43310","SECO"
"1040.155.645","001","2025","43331","SECO"
"1040.155.645","001","2025","43211","SECO"
"1040.156.536","001","2025","46890","SECO"
"1040.156.536","001","2025","33130","SECO"
"1040.156.536","001","2025","33120","MAIN"
"1040.156.536","001","2025","46649","SECO"
"1040.157.823","001","2025","49200","SECO"
"1040.157.823","001","2025","52250","MAIN"
"1040.157.823","001","2025","52260","SECO"
"1040.157.823","001","2025","49410","SECO"
"1040.157.823","001","2025","49310","SECO"
"1040.164.751","001","2025","86940","MAIN"
"1040.166.830","001","2025","69109","MAIN"
"1040.166.929","001","2025","30910","SECO"
"1040.166.929","001","2025","25530","SECO"
"1040.166.929","001","2025","25110","SECO"
"1040.166.929","001","2025","25639","SECO"
"1040.166.929","001","2025","33120","MAIN"
"1040.167.721","001","2025","46474","SECO"
"1040.167.721","001","2025","46423","SECO"
"1040.167.721","001","2025","46425","SECO"
"1040.167.721","001","2025","46419","MAIN"
"1040.167.721","001","2025","46471","SECO"
"1040.167.721","001","2025","46411","SECO"
"1040.169.996","001","2025","56210","SECO"
"1040.169.996","001","2025","56111","MAIN"
"1040.169.996","001","2025","56301","SECO"
"1040.169.996","001","2025","82990","SECO"
"1040.172.273","001","2025","74209","SECO"
"1040.172.273","001","2025","73110","SECO"
"1040.172.273","001","2025","70200","MAIN"
"1040.172.273","001","2025","90120","SECO"
"1040.177.520","001","2025","47750","SECO"
"1040.177.520","001","2025","96220","MAIN"
"1040.182.567","001","2025","56301","MAIN"
"1040.186.329","001","2025","47559","SECO"
"1040.186.329","001","2025","47789","SECO"
"1040.186.329","001","2025","47716","MAIN"
"1040.186.329","001","2025","47553","SECO"
"1040.188.012","001","2025","70200","MAIN"
"1040.188.012","001","2025","68329","SECO"
"1040.188.012","001","2025","82990","SECO"
"1040.188.012","001","2025","70100","SECO"
"1040.188.606","001","2025","85510","SECO"
"1040.188.606","001","2025","93299","SECO"
"1040.188.606","001","2025","93199","MAIN"
"1040.190.881","001","2025","62200","SECO"
"1040.190.881","001","2025","63910","SECO"
"1040.190.881","001","2025","62100","MAIN"
"1040.190.881","001","2025","74120","SECO"
"1040.194.148","001","2025","70200","MAIN"
"1040.194.148","001","2025","73300","SECO"
"1040.196.326","001","2025","96210","MAIN"
"1040.197.316","001","2025","74120","MAIN"
"1040.198.009","001","2025","86961","MAIN"
"1040.198.504","001","2025","86951","MAIN"
"1040.199.195","001","2025","25110","MAIN"
"1040.199.393","001","2025","52250","MAIN"
"1040.199.393","001","2025","53100","SECO"
"1040.199.492","001","2025","72109","SECO"
"1040.199.492","001","2025","71121","MAIN"
"1040.199.492","001","2025","74112","SECO"
"1040.199.492","001","2025","71209","SECO"
"1040.200.086","001","2025","53200","MAIN"
"1040.202.462","001","2025","95311","SECO"
"1040.202.462","001","2025","47811","SECO"
"1040.202.462","001","2025","95319","MAIN"
"1040.204.640","001","2025","46833","MAIN"
"1040.206.026","001","2025","56120","MAIN"
"1040.206.818","001","2025","75000","MAIN"
"1040.208.895","001","2025","47639","MAIN"
"1040.208.895","001","2025","82990","SECO"
"1040.210.479","001","2025","68203","MAIN"
"1040.211.172","001","2025","53200","MAIN"
"1040.211.271","001","2025","43120","SECO"
"1040.211.271","001","2025","81230","SECO"
"1040.211.271","001","2025","81220","MAIN"
"1040.211.271","001","2025","81210","SECO"
"1040.212.657","001","2025","43990","SECO"
"1040.212.657","001","2025","85599","SECO"
"1040.212.657","001","2025","95290","SECO"
"1040.212.657","001","2025","82990","MAIN"
"1040.212.657","001","2025","43350","SECO"
"1040.212.657","001","2025","81220","SECO"
"1040.214.637","001","2025","96999","SECO"
"1040.214.637","001","2025","74201","MAIN"
"1040.214.637","001","2025","47120","SECO"
"1040.214.637","001","2025","74209","SECO"
"1040.214.637","001","2025","73110","SECO"
"1040.218.892","001","2025","49320","SECO"
"1040.218.892","001","2025","46170","SECO"
"1040.218.892","001","2025","47260","SECO"
"1040.218.892","001","2025","49330","SECO"
"1040.218.892","001","2025","47110","MAIN"
"1040.218.892","001","2025","52100","SECO"
"1040.219.486","001","2025","86951","MAIN"
"1040.219.981","001","2025","43990","SECO"
"1040.219.981","001","2025","43230","SECO"
"1040.219.981","001","2025","43240","MAIN"
"1040.219.981","001","2025","43350","SECO"
"1040.219.981","001","2025","81220","SECO"
"1040.219.981","001","2025","43120","SECO"
"1040.220.971","001","2025","62900","MAIN"
"1040.220.971","001","2025","62200","SECO"
"1040.220.971","001","2025","90399","SECO"
"1040.221.169","001","2025","01610","SECO"
"1040.221.169","001","2025","81300","MAIN"
"1040.221.169","001","2025","82990","SECO"
"1040.221.169","001","2025","71113","SECO"
"1040.221.169","001","2025","43120","SECO"
"1040.221.169","001","2025","47761","SECO"
"1040.223.743","001","2025","85510","SECO"
"1040.223.743","001","2025","46180","SECO"
"1040.223.743","001","2025","68310","MAIN"
"1040.228.097","001","2025","95314","MAIN"
"1040.229.780","001","2025","52210","SECO"
"1040.229.780","001","2025","62200","MAIN"
"1040.229.780","001","2025","62100","SECO"
"1040.231.661","001","2025","81300","MAIN"
"1040.231.661","001","2025","81220","SECO"
"1040.231.661","001","2025","81210","SECO"
"1040.231.661","001","2025","43990","SECO"
"1040.232.354","001","2025","81210","MAIN"
"1040.232.750","001","2025","92000","SECO"
"1040.232.750","001","2025","47110","MAIN"
"1040.232.750","001","2025","61100","SECO"
"1040.233.839","001","2025","46389","SECO"
"1040.233.839","001","2025","56112","MAIN"
"1040.233.839","001","2025","56210","SECO"
"1040.233.839","001","2025","59113","SECO"
"1040.233.839","001","2025","10850","SECO"
"1040.238.292","001","2025","74120","SECO"
"1040.238.292","001","2025","73110","MAIN"
"1040.238.292","001","2025","82990","SECO"
"1040.239.777","001","2025","91210","SECO"
"1040.239.777","001","2025","90201","SECO"
"1040.239.777","001","2025","90111","MAIN"
"1040.241.163","001","2025","68310","MAIN"
"1040.241.163","001","2025","68329","SECO"
"1040.242.351","001","2025","96220","MAIN"
"1040.242.351","001","2025","82990","SECO"
"1040.242.351","001","2025","95316","SECO"
"1040.248.289","001","2025","41003","SECO"
"1040.248.289","001","2025","70100","SECO"
"1040.248.289","001","2025","82990","SECO"
"1040.248.289","001","2025","71111","MAIN"
"1040.248.289","001","2025","43240","SECO"
"1040.248.289","001","2025","70200","SECO"
"1040.248.784","001","2025","62900","SECO"
"1040.248.784","001","2025","82990","MAIN"
"1040.248.784","001","2025","70200","SECO"
"1040.249.081","001","2025","77393","SECO"
"1040.249.081","001","2025","82100","MAIN"
"1040.249.081","001","2025","70200","SECO"
"1040.249.081","001","2025","96994","SECO"
"1040.250.467","001","2025","90130","MAIN"
"1040.250.467","001","2025","90120","SECO"
"1040.250.467","001","2025","32130","SECO"
"1040.250.665","001","2025","49410","MAIN"
"1040.251.358","001","2025","81230","SECO"
"1040.251.358","001","2025","81210","MAIN"
"1040.251.358","001","2025","43350","SECO"
"1040.251.358","001","2025","81220","SECO"
"1040.251.358","001","2025","43230","SECO"
"1040.252.051","001","2025","53200","MAIN"
"1040.253.635","001","2025","43211","SECO"
"1040.253.635","001","2025","49410","SECO"
"1040.253.635","001","2025","43240","MAIN"
"1040.256.803","001","2025","90201","MAIN"
"1040.256.803","001","2025","85599","SECO"
"1040.258.781","001","2025","32129","SECO"
"1040.258.781","001","2025","32121","SECO"
"1040.258.781","001","2025","47770","MAIN"
"1040.258.781","001","2025","46861","SECO"
"1040.258.781","001","2025","46480","SECO"
"1040.258.781","001","2025","32130","SECO"
"1040.260.365","001","2025","82990","MAIN"
"1040.260.464","001","2025","71113","MAIN"
"1040.260.761","001","2025","70200","SECO"
"1040.260.761","001","2025","71121","SECO"
"1040.260.761","001","2025","62200","MAIN"
"1040.262.444","001","2025","85510","MAIN"
"1040.262.444","001","2025","70100","SECO"
"1040.263.038","001","2025","95316","SECO"
"1040.263.038","001","2025","85610","SECO"
"1040.263.038","001","2025","82990","MAIN"
"1040.263.038","001","2025","88999","SECO"
"1040.263.038","001","2025","49410","SECO"
"1040.264.622","001","2025","82990","SECO"
"1040.264.622","001","2025","82100","SECO"
"1040.264.622","001","2025","63920","SECO"
"1040.264.622","001","2025","70100","SECO"
"1040.264.622","001","2025","70200","MAIN"
"1040.265.315","001","2025","71121","SECO"
"1040.265.315","001","2025","70200","SECO"
"1040.265.315","001","2025","62200","MAIN"
"1040.265.513","001","2025","64210","MAIN"
"1040.266.008","001","2025","81210","MAIN"
"1040.266.008","001","2025","81220","SECO"
"1040.266.008","001","2025","43341","SECO"
"1040.266.008","001","2025","43990","SECO"
"1040.266.701","001","2025","43211","MAIN"
"1040.266.701","001","2025","41001","SECO"
"1040.267.293","001","2025","96220","MAIN"
"1040.267.689","001","2025","81300","MAIN"
"1040.267.887","001","2025","56111","MAIN"
"1040.267.887","001","2025","47279","SECO"
"1040.267.887","001","2025","47784","SECO"
"1040.267.887","001","2025","47750","SECO"
"1040.267.887","001","2025","56120","SECO"
"1040.267.887","001","2025","56210","SECO"
"1040.268.184","001","2025","62200","SECO"
"1040.268.184","001","2025","70200","SECO"
"1040.268.184","001","2025","62900","SECO"
"1040.268.184","001","2025","62100","MAIN"
"1040.268.184","001","2025","70100","SECO"
"1040.268.481","001","2025","43230","MAIN"
"1040.268.481","001","2025","43240","SECO"
"1040.268.481","001","2025","43350","SECO"
"1040.268.481","001","2025","81220","SECO"
"1040.268.481","001","2025","43910","SECO"
"1040.270.659","001","2025","81210","MAIN"
"1040.270.659","001","2025","70200","SECO"
"1040.270.659","001","2025","59113","SECO"
"1040.270.659","001","2025","47783","SECO"
"1040.270.659","001","2025","47750","SECO"
"1040.270.659","001","2025","81230","SECO"
"1040.270.857","001","2025","62100","MAIN"
"1040.271.055","001","2025","85599","SECO"
"1040.271.055","001","2025","96220","MAIN"
"1040.271.154","001","2025","81300","MAIN"
"1040.271.550","001","2025","96993","MAIN"
"1040.271.847","001","2025","69101","MAIN"
"1040.272.045","001","2025","74130","SECO"
"1040.272.045","001","2025","71112","MAIN"
"1040.272.243","001","2025","95315","MAIN"
"1040.272.243","001","2025","82990","SECO"
"1040.272.243","001","2025","95316","SECO"
"1040.272.243","001","2025","68203","SECO"
"1040.272.342","001","2025","70200","SECO"
"1040.272.342","001","2025","52210","SECO"
"1040.272.342","001","2025","52250","MAIN"
"1040.272.342","001","2025","49410","SECO"
"1040.272.837","001","2025","70200","SECO"
"1040.272.837","001","2025","82990","MAIN"
"1040.273.827","001","2025","47260","SECO"
"1040.273.827","001","2025","47241","SECO"
"1040.273.827","001","2025","47279","MAIN"
"1040.273.827","001","2025","47242","SECO"
"1040.273.827","001","2025","47252","SECO"
"1040.275.015","001","2025","81300","MAIN"
"1040.276.795","001","2025","75000","MAIN"
"1040.278.082","001","2025","56301","MAIN"
"1040.278.082","001","2025","56112","SECO"
"1040.278.775","001","2025","61200","MAIN"
"1040.279.468","001","2025","47690","MAIN"
"1040.279.864","001","2025","82990","SECO"
"1040.279.864","001","2025","43410","MAIN"
"1040.280.557","001","2025","58290","SECO"
"1040.280.557","001","2025","73110","SECO"
"1040.280.557","001","2025","70200","SECO"
"1040.280.557","001","2025","73300","MAIN"
"1040.280.557","001","2025","74120","SECO"
"1040.281.646","001","2025","68110","SECO"
"1040.281.646","001","2025","62200","SECO"
"1040.281.646","001","2025","82300","SECO"
"1040.281.646","001","2025","64210","SECO"
"1040.281.646","001","2025","82100","SECO"
"1040.281.646","001","2025","70200","MAIN"
"1040.283.329","001","2025","43211","MAIN"
"1040.284.418","001","2025","52250","SECO"
"1040.284.418","001","2025","49310","SECO"
"1040.284.418","001","2025","49410","MAIN"
"1040.284.913","001","2025","96230","SECO"
"1040.284.913","001","2025","96220","MAIN"
"1040.285.210","001","2025","47640","MAIN"
"1040.288.277","001","2025","73110","SECO"
"1040.288.277","001","2025","70200","SECO"
"1040.288.277","001","2025","46190","SECO"
"1040.288.277","001","2025","82200","SECO"
"1040.288.277","001","2025","62100","MAIN"
"1040.289.168","001","2025","81220","MAIN"
"1040.289.465","001","2025","70200","SECO"
"1040.289.465","001","2025","86995","MAIN"
"1040.289.960","001","2025","86940","MAIN"
"1040.291.148","001","2025","43310","SECO"
"1040.291.148","001","2025","43230","SECO"
"1040.291.148","001","2025","43211","SECO"
"1040.291.148","001","2025","43221","SECO"
"1040.291.148","001","2025","43120","MAIN"
"1040.292.633","001","2025","74201","SECO"
"1040.292.633","001","2025","93299","SECO"
"1040.292.633","001","2025","43211","MAIN"
"1040.292.633","001","2025","81300","SECO"
"1040.292.831","001","2025","93299","SECO"
"1040.292.831","001","2025","46341","SECO"
"1040.292.831","001","2025","85599","SECO"
"1040.292.831","001","2025","47910","SECO"
"1040.292.831","001","2025","47251","MAIN"
"1040.294.910","001","2025","75000","MAIN"
"1040.295.504","001","2025","18120","SECO"
"1040.295.504","001","2025","74111","SECO"
"1040.295.504","001","2025","90130","MAIN"
"1040.295.504","001","2025","74120","SECO"
"1040.295.504","001","2025","47400","SECO"
"1040.296.294","001","2025","47716","MAIN"
"1040.296.888","001","2025","93299","SECO"
"1040.296.888","001","2025","82100","MAIN"
"1040.296.888","001","2025","82300","SECO"
"1040.296.888","001","2025","96999","SECO"
"1040.296.987","001","2025","14240","SECO"
"1040.296.987","001","2025","32123","SECO"
"1040.296.987","001","2025","47716","SECO"
"1040.296.987","001","2025","14220","SECO"
"1040.296.987","001","2025","14210","MAIN"
"1040.296.987","001","2025","14299","SECO"
"1040.297.086","001","2025","46180","MAIN"
"1040.298.373","001","2025","43331","MAIN"
"1040.299.066","001","2025","96992","MAIN"
"1040.300.650","001","2025","73300","SECO"
"1040.300.650","001","2025","70200","MAIN"
"1040.300.650","001","2025","82300","SECO"
"1040.300.650","001","2025","85592","SECO"
"1040.300.848","001","2025","42919","MAIN"
"1040.301.046","001","2025","95316","MAIN"
"1040.301.046","001","2025","81230","SECO"
"1040.301.046","001","2025","82990","SECO"
"1040.301.046","001","2025","81220","SECO"
"1040.301.838","001","2025","47750","SECO"
"1040.301.838","001","2025","96210","MAIN"
"1040.304.610","001","2025","43222","MAIN"
"1040.305.402","001","2025","95100","SECO"
"1040.305.402","001","2025","81230","SECO"
"1040.305.402","001","2025","47400","SECO"
"1040.305.402","001","2025","81220","MAIN"
"1040.305.402","001","2025","43350","SECO"
"1040.305.402","001","2025","81300","SECO"
"1040.307.578","001","2025","93299","SECO"
"1040.307.578","001","2025","46491","SECO"
"1040.307.578","001","2025","46180","SECO"
"1040.307.578","001","2025","58290","SECO"
"1040.307.578","001","2025","47610","SECO"
"1040.307.578","001","2025","62200","MAIN"
"1040.308.370","001","2025","53200","SECO"
"1040.308.370","001","2025","95311","MAIN"
"1040.308.469","001","2025","82990","SECO"
"1040.308.469","001","2025","43341","SECO"
"1040.308.469","001","2025","81300","SECO"
"1040.308.469","001","2025","43320","MAIN"
"1040.308.964","001","2025","81220","SECO"
"1040.308.964","001","2025","81300","SECO"
"1040.308.964","001","2025","43230","SECO"
"1040.308.964","001","2025","43221","SECO"
"1040.308.964","001","2025","41001","SECO"
"1040.308.964","001","2025","43120","MAIN"
"1040.309.063","001","2025","82990","SECO"
"1040.309.063","001","2025","82100","SECO"
"1040.309.063","001","2025","73200","SECO"
"1040.309.063","001","2025","73300","SECO"
"1040.309.063","001","2025","70200","MAIN"
"1040.310.152","001","2025","10850","MAIN"
"1040.310.152","001","2025","47279","SECO"
"1040.310.152","001","2025","47110","SECO"
"1040.310.152","001","2025","47221","SECO"
"1040.310.152","001","2025","56210","SECO"
"1040.310.746","001","2025","47910","MAIN"
"1040.311.340","001","2025","82990","MAIN"
"1040.311.340","001","2025","47221","SECO"
"1040.311.340","001","2025","10119","SECO"
"1040.311.340","001","2025","10850","SECO"
"1040.311.340","001","2025","10113","SECO"
"1040.311.340","001","2025","10112","SECO"
"1040.313.221","001","2025","86910","SECO"
"1040.313.221","001","2025","56111","SECO"
"1040.313.221","001","2025","62100","SECO"
"1040.313.221","001","2025","81300","MAIN"
"1040.313.221","001","2025","56301","SECO"
"1040.315.003","001","2025","49330","MAIN"
"1040.315.793","001","2025","95311","SECO"
"1040.315.793","001","2025","95319","MAIN"
"1040.315.793","001","2025","95314","SECO"
"1040.315.793","001","2025","47811","SECO"
"1040.315.793","001","2025","52210","SECO"
"1040.315.991","001","2025","49410","MAIN"
"1040.316.684","001","2025","43320","SECO"
"1040.316.684","001","2025","43310","SECO"
"1040.316.684","001","2025","43422","MAIN"
"1040.316.783","001","2025","85510","MAIN"
"1040.317.179","001","2025","02400","SECO"
"1040.317.179","001","2025","81300","MAIN"
"1040.317.179","001","2025","43240","SECO"
"1040.317.179","001","2025","33120","SECO"
"1040.317.377","001","2025","73110","SECO"
"1040.317.377","001","2025","73300","MAIN"
"1040.317.377","001","2025","74140","SECO"
"1040.318.664","001","2025","81300","MAIN"
"1040.319.258","001","2025","41001","SECO"
"1040.319.258","001","2025","43240","SECO"
"1040.319.258","001","2025","43320","SECO"
"1040.319.258","001","2025","43990","MAIN"
"1040.319.555","001","2025","35400","SECO"
"1040.319.555","001","2025","61200","MAIN"
"1040.319.852","001","2025","55203","MAIN"
"1040.320.743","001","2025","53200","MAIN"
"1040.320.743","001","2025","82990","SECO"
"1040.322.228","001","2025","43320","MAIN"
"1040.322.228","001","2025","82990","SECO"
"1040.322.228","001","2025","43343","SECO"
"1040.322.228","001","2025","82100","SECO"
"1040.322.525","001","2025","43350","SECO"
"1040.322.525","001","2025","43230","SECO"
"1040.322.525","001","2025","43990","SECO"
"1040.322.525","001","2025","81210","SECO"
"1040.322.525","001","2025","43120","MAIN"
"1040.323.614","001","2025","82990","SECO"
"1040.323.614","001","2025","43600","SECO"
"1040.323.614","001","2025","86995","SECO"
"1040.323.614","001","2025","85510","MAIN"
"1040.324.802","001","2025","35400","SECO"
"1040.324.802","001","2025","61200","MAIN"
"1040.325.394","001","2025","74201","MAIN"
"1040.325.691","001","2025","53200","MAIN"
"1040.327.473","001","2025","86999","MAIN"
"1040.327.473","001","2025","53200","SECO"
"1040.329.453","001","2025","14210","SECO"
"1040.329.453","001","2025","82990","MAIN"
"1040.331.235","001","2025","96230","MAIN"
"1040.331.730","001","2025","53200","MAIN"
"1040.331.730","001","2025","82990","SECO"
"1040.332.225","001","2025","47640","SECO"
"1040.332.225","001","2025","47400","SECO"
"1040.332.225","001","2025","47750","SECO"
"1040.332.225","001","2025","47559","MAIN"
"1040.332.225","001","2025","47716","SECO"
"1040.332.423","001","2025","58290","MAIN"
"1040.333.314","001","2025","18130","SECO"
"1040.333.314","001","2025","74120","MAIN"
"1040.334.896","001","2025","58290","MAIN"
"1040.334.896","001","2025","59120","SECO"
"1040.334.896","001","2025","63100","SECO"
"1040.335.094","001","2025","81300","MAIN"
"1040.335.094","001","2025","71113","SECO"
"1040.336.282","001","2025","74140","SECO"
"1040.336.282","001","2025","82100","SECO"
"1040.336.282","001","2025","73110","SECO"
"1040.336.282","001","2025","74301","SECO"
"1040.336.282","001","2025","70200","MAIN"
"1040.337.371","001","2025","70200","MAIN"
"1040.337.371","001","2025","62200","SECO"
"1040.337.371","001","2025","68201","SECO"
"1040.337.470","001","2025","69101","MAIN"
"1040.338.460","001","2025","86951","MAIN"
"1040.338.460","001","2025","85510","SECO"
"1040.338.460","001","2025","86963","SECO"
"1040.339.846","001","2025","46389","MAIN"
"1040.339.846","001","2025","56120","SECO"
"1040.339.846","001","2025","47252","SECO"
"1040.339.846","001","2025","47279","SECO"
"1040.339.846","001","2025","47251","SECO"
"1040.339.945","001","2025","56301","MAIN"
"1040.340.341","001","2025","95311","MAIN"
"1040.341.430","001","2025","81210","MAIN"
"1040.341.529","001","2025","85599","SECO"
"1040.341.529","001","2025","70200","MAIN"
"1040.341.529","001","2025","73300","SECO"
"1040.341.529","001","2025","74999","SECO"
"1040.342.123","001","2025","59130","SECO"
"1040.342.123","001","2025","59120","SECO"
"1040.342.123","001","2025","59111","MAIN"
"1040.342.123","001","2025","70200","SECO"
"1040.342.123","001","2025","59113","SECO"
"1040.342.618","001","2025","47241","MAIN"
"1040.342.618","001","2025","74130","SECO"
"1040.344.596","001","2025","81210","MAIN"
"1040.344.596","001","2025","81220","SECO"
"1040.345.883","001","2025","55204","MAIN"
"1040.345.883","001","2025","01480","SECO"
"1040.345.883","001","2025","01450","SECO"
"1040.346.279","001","2025","68110","MAIN"
"1040.346.279","001","2025","70100","SECO"
"1040.346.279","001","2025","71113","SECO"
"1040.346.279","001","2025","70200","SECO"
"1040.346.279","001","2025","68122","SECO"
"1040.346.279","001","2025","68121","SECO"
"1040.350.239","001","2025","96999","MAIN"
"1040.351.130","001","2025","86963","MAIN"
"1040.351.526","001","2025","73300","MAIN"
"1040.351.526","001","2025","60390","SECO"
"1040.352.813","001","2025","71111","MAIN"
"1040.352.813","001","2025","71119","SECO"
"1040.352.813","001","2025","71113","SECO"
"1040.353.011","001","2025","47750","SECO"
"1040.353.011","001","2025","47770","SECO"
"1040.353.011","001","2025","96220","MAIN"
"1040.354.494","001","2025","82990","SECO"
"1040.354.494","001","2025","43320","MAIN"
"1040.354.494","001","2025","31001","SECO"
"1040.354.890","001","2025","56301","SECO"
"1040.354.890","001","2025","86931","MAIN"
"1040.355.385","001","2025","71121","MAIN"
"1040.356.573","001","2025","56210","MAIN"
"1040.356.573","001","2025","73300","SECO"
"1040.356.573","001","2025","82300","SECO"
"1040.356.969","001","2025","96220","MAIN"
"1040.357.068","001","2025","82990","SECO"
"1040.357.068","001","2025","47210","SECO"
"1040.357.068","001","2025","01500","MAIN"
"1040.358.157","001","2025","47120","MAIN"
"1040.358.553","001","2025","43110","MAIN"
"1040.358.553","001","2025","43120","SECO"
"1040.358.751","001","2025","62200","MAIN"
"1040.358.751","001","2025","62100","SECO"
"1040.360.830","001","2025","96220","MAIN"
"1040.360.830","001","2025","74201","SECO"
"1040.361.127","001","2025","69101","MAIN"
"1040.362.315","001","2025","43211","SECO"
"1040.362.315","001","2025","43212","SECO"
"1040.362.315","001","2025","43214","SECO"
"1040.362.315","001","2025","27120","SECO"
"1040.362.315","001","2025","43213","MAIN"
"1040.362.315","001","2025","43240","SECO"
"1040.362.909","001","2025","62100","SECO"
"1040.362.909","001","2025","62200","MAIN"
"1040.362.909","001","2025","62900","SECO"
"1040.362.909","001","2025","63100","SECO"
"1040.363.107","001","2025","62200","MAIN"
"1040.363.107","001","2025","62100","SECO"
"1040.363.107","001","2025","43211","SECO"
"1040.363.107","001","2025","58290","SECO"
"1040.364.095","001","2025","68203","MAIN"
"1040.364.293","001","2025","86999","SECO"
"1040.364.293","001","2025","86991","SECO"
"1040.364.293","001","2025","86230","MAIN"
"1040.364.293","001","2025","85599","SECO"
"1040.364.887","001","2025","43211","SECO"
"1040.364.887","001","2025","43221","SECO"
"1040.364.887","001","2025","43120","MAIN"
"1040.364.887","001","2025","43310","SECO"
"1040.364.887","001","2025","43230","SECO"
"1040.365.382","001","2025","93199","SECO"
"1040.365.382","001","2025","74991","SECO"
"1040.365.382","001","2025","93192","MAIN"
"1040.365.382","001","2025","70200","SECO"
"1040.365.382","001","2025","68121","SECO"
"1040.365.778","001","2025","82990","SECO"
"1040.365.778","001","2025","95316","SECO"
"1040.365.778","001","2025","46180","MAIN"
"1040.368.352","001","2025","69101","MAIN"
"1040.369.243","001","2025","43410","MAIN"
"1040.369.243","001","2025","43320","SECO"
"1040.369.243","001","2025","43910","SECO"
"1040.369.243","001","2025","43331","SECO"
"1040.369.243","001","2025","43211","SECO"
"1040.369.738","001","2025","82990","SECO"
"1040.369.738","001","2025","90393","SECO"
"1040.369.738","001","2025","93299","MAIN"
"1040.369.738","001","2025","56120","SECO"
"1040.370.134","001","2025","74209","SECO"
"1040.370.134","001","2025","74201","MAIN"
"1040.372.411","001","2025","33140","SECO"
"1040.372.411","001","2025","43222","SECO"
"1040.372.411","001","2025","43211","MAIN"
"1040.372.411","001","2025","43213","SECO"
"1040.372.411","001","2025","43214","SECO"
